District,Temperature,Humidity,Pressure,WindSpeed,Precipitation,CloudCover,DayOfYear,MonsoonPhase,Weather
Kozhikode,28.95,71.8,1001.26,16.36,3.28,35.25,22,Post-Monsoon,Cloudy
Wayanad,29.82,67.34,1010.61,3.92,11.23,49.1,134,Pre-Monsoon,Rainy
Kozhikode,28.48,84.45,1000.7,2.11,4.61,53.43,338,Post-Monsoon,Cloudy
Idukki,27.63,83.25,1017.99,7.79,6.95,43.02,322,NorthEast Monsoon,Cloudy
Wayanad,28.4,66.74,1015.41,16.83,1.2,43.82,37,Post-Monsoon,Cloudy
Kozhikode,28.85,74.8,1007.8,6.42,0.27,51.82,205,SouthWest Monsoon,Cloudy
Palakkad,28.99,77.49,1005.09,13.92,3.27,42.48,108,Pre-Monsoon,Cloudy
Palakkad,23.62,85.43,1003.79,10.05,5.27,43.23,234,SouthWest Monsoon,Cloudy
Malappuram,31.62,93.48,1007.25,12.29,0.88,89.36,249,SouthWest Monsoon,Rainy
Pathanamthitta,24.63,71.69,1008.66,16.81,0.63,70.67,61,Post-Monsoon,Cloudy
Pathanamthitta,26.99,79.98,1001.06,12.92,6.06,70.95,345,Post-Monsoon,Cloudy
Alappuzha,24.34,95.79,1007.24,16.01,0.58,73.09,120,Pre-Monsoon,Rainy
Wayanad,29.5,92.12,1008.03,17.94,3.33,83.48,310,NorthEast Monsoon,Rainy
Ernakulam,26.87,63.6,1014.77,9.97,0.3,39.75,290,NorthEast Monsoon,Sunny
Pathanamthitta,28.45,79.07,1011.35,9.69,0.37,66.67,110,Pre-Monsoon,Cloudy
Malappuram,26.77,85.24,1007.18,14.05,8.96,52.31,306,NorthEast Monsoon,Cloudy
Thrissur,25.84,87.82,1007.23,5.88,5.07,29.04,147,Pre-Monsoon,Cloudy
Kozhikode,21.47,91.0,1004.26,9.26,0.84,99.39,70,Post-Monsoon,Rainy
Thrissur,27.23,68.1,1015.21,14.46,0.21,35.06,11,Post-Monsoon,Sunny
Idukki,25.37,83.66,1009.85,16.8,2.18,44.52,41,Post-Monsoon,Cloudy
Alappuzha,30.56,83.92,1009.64,14.75,1.22,42.99,295,NorthEast Monsoon,Cloudy
Kozhikode,35.24,91.03,1006.78,9.9,3.65,67.78,215,SouthWest Monsoon,Rainy
Wayanad,34.49,86.04,1004.6,12.61,5.66,47.49,308,NorthEast Monsoon,Cloudy
Kozhikode,28.76,85.79,1012.78,7.48,1.59,56.18,218,SouthWest Monsoon,Cloudy
Kottayam,26.63,84.96,1015.04,12.24,14.87,49.29,246,SouthWest Monsoon,Rainy
Wayanad,23.15,82.05,1006.7,5.29,13.67,77.07,247,SouthWest Monsoon,Rainy
Kollam,27.74,91.49,1002.05,19.12,0.16,60.69,117,Pre-Monsoon,Cloudy
Kannur,26.26,74.06,1011.36,15.08,3.83,70.37,330,NorthEast Monsoon,Cloudy
Idukki,26.79,91.9,1002.77,11.5,4.16,51.68,318,NorthEast Monsoon,Cloudy
Pathanamthitta,24.1,80.46,1014.64,8.23,1.68,61.77,256,SouthWest Monsoon,Cloudy
Idukki,31.11,77.64,1004.97,14.92,1.53,62.74,9,Post-Monsoon,Cloudy
Wayanad,30.53,80.35,1014.36,3.83,2.14,49.89,18,Post-Monsoon,Cloudy
Kottayam,26.25,80.52,1008.82,5.21,3.15,75.02,97,Pre-Monsoon,Cloudy
Kasaragod,31.57,96.47,1015.49,5.7,1.58,82.51,65,Post-Monsoon,Rainy
Kollam,29.18,72.2,1003.95,18.24,4.66,62.99,283,NorthEast Monsoon,Cloudy
Wayanad,30.59,71.59,1001.73,4.81,11.99,67.04,324,NorthEast Monsoon,Rainy
Kannur,31.32,73.48,1010.53,5.37,6.54,42.21,27,Post-Monsoon,Cloudy
Kasaragod,30.09,80.17,1016.06,16.36,0.66,7.96,254,SouthWest Monsoon,Cloudy
Kottayam,26.54,75.67,1012.47,6.3,0.18,94.88,108,Pre-Monsoon,Cloudy
Kottayam,32.15,62.81,1009.4,9.21,5.17,63.61,256,SouthWest Monsoon,Cloudy
Kasaragod,31.32,76.5,1011.9,13.86,5.3,48.29,82,Post-Monsoon,Cloudy
Palakkad,31.36,72.66,1002.17,5.93,5.06,79.44,172,SouthWest Monsoon,Cloudy
Kozhikode,25.01,89.94,1012.21,13.1,0.55,46.88,190,SouthWest Monsoon,Cloudy
Thrissur,24.6,87.0,1010.1,9.1,2.17,48.23,271,NorthEast Monsoon,Cloudy
Wayanad,33.54,84.82,1007.38,0.0,0.95,39.9,351,Post-Monsoon,Cloudy
Wayanad,27.09,68.19,1002.11,9.14,3.22,65.82,12,Post-Monsoon,Cloudy
Ernakulam,29.76,93.32,1013.18,17.74,3.39,53.62,334,Post-Monsoon,Cloudy
Wayanad,32.62,75.42,1006.16,3.88,0.1,56.28,101,Pre-Monsoon,Cloudy
Kannur,33.9,88.53,1005.3,18.51,7.3,62.56,365,Post-Monsoon,Cloudy
Kasaragod,30.72,86.86,1019.96,10.34,1.29,62.12,18,Post-Monsoon,Cloudy
Pathanamthitta,27.43,75.52,1011.34,7.05,13.48,3.76,213,SouthWest Monsoon,Rainy
Malappuram,28.14,84.69,1005.15,8.73,4.65,90.14,169,SouthWest Monsoon,Cloudy
Alappuzha,30.11,82.74,1014.8,17.77,11.89,79.36,136,Pre-Monsoon,Rainy
Idukki,29.52,90.52,1009.76,4.96,8.65,52.39,64,Post-Monsoon,Cloudy
Pathanamthitta,26.85,76.7,1015.81,10.61,3.96,42.49,218,SouthWest Monsoon,Cloudy
Kozhikode,21.04,83.33,1002.41,8.06,4.58,19.42,119,Pre-Monsoon,Cloudy
Palakkad,26.79,73.92,1011.35,10.84,2.72,55.65,13,Post-Monsoon,Cloudy
Thrissur,28.36,91.9,1007.33,11.62,2.52,67.75,10,Post-Monsoon,Rainy
Idukki,28.97,81.03,1009.3,9.01,1.53,80.06,257,SouthWest Monsoon,Cloudy
Alappuzha,34.12,74.55,1017.71,11.21,0.73,100.0,156,SouthWest Monsoon,Cloudy
Ernakulam,32.2,86.92,1012.39,8.76,0.37,35.85,21,Post-Monsoon,Cloudy
Kannur,27.62,90.48,1000.16,8.37,4.69,68.31,342,Post-Monsoon,Rainy
Kozhikode,30.51,78.22,1012.47,10.38,4.79,75.91,80,Post-Monsoon,Cloudy
Pathanamthitta,21.01,98.64,1002.82,10.09,1.53,52.13,161,SouthWest Monsoon,Cloudy
Malappuram,32.68,94.12,1006.92,9.41,1.91,80.37,75,Post-Monsoon,Rainy
Thrissur,27.51,82.35,1007.33,12.66,3.07,44.03,39,Post-Monsoon,Cloudy
Thiruvananthapuram,29.56,78.54,1011.16,13.65,1.51,65.32,227,SouthWest Monsoon,Cloudy
Pathanamthitta,29.09,71.52,1010.28,14.18,4.61,52.98,305,NorthEast Monsoon,Cloudy
Kozhikode,32.08,73.4,1007.5,6.19,4.81,36.97,200,SouthWest Monsoon,Cloudy
Kottayam,27.95,66.93,1008.94,9.84,1.55,49.69,287,NorthEast Monsoon,Cloudy
Kottayam,31.47,86.74,1018.29,2.8,5.47,55.53,321,NorthEast Monsoon,Cloudy
Malappuram,30.09,81.4,1009.94,8.53,2.06,45.47,251,SouthWest Monsoon,Cloudy
Kasaragod,29.37,77.7,1000.91,8.93,1.82,46.83,73,Post-Monsoon,Cloudy
Kollam,28.68,59.19,1003.67,10.45,4.97,52.94,80,Post-Monsoon,Cloudy
Malappuram,27.47,86.25,1004.97,11.39,1.66,80.35,345,Post-Monsoon,Rainy
Thrissur,28.5,81.63,1020.66,8.31,1.5,50.12,19,Post-Monsoon,Cloudy
Kottayam,27.85,82.12,1005.06,8.77,10.8,53.88,113,Pre-Monsoon,Rainy
Ernakulam,30.26,82.0,1005.36,7.1,2.05,68.93,217,SouthWest Monsoon,Cloudy
Ernakulam,25.6,90.18,1010.93,4.53,3.51,65.01,95,Pre-Monsoon,Rainy
Kasaragod,29.22,68.99,1017.49,11.61,11.17,68.13,304,NorthEast Monsoon,Rainy
Kottayam,33.55,100.0,1008.29,13.22,0.37,66.99,27,Post-Monsoon,Rainy
Thrissur,27.68,71.41,1006.59,4.4,8.72,15.82,168,SouthWest Monsoon,Cloudy
Palakkad,30.31,80.12,1016.81,5.5,0.23,89.88,85,Post-Monsoon,Cloudy
Alappuzha,22.03,60.28,1010.32,8.29,4.43,63.59,169,SouthWest Monsoon,Cloudy
Alappuzha,24.26,83.21,1011.08,8.84,2.79,62.26,173,SouthWest Monsoon,Cloudy
Thrissur,28.6,79.43,1014.34,9.65,14.01,77.23,235,SouthWest Monsoon,Rainy
Thiruvananthapuram,28.77,81.83,1010.61,14.52,20.23,14.32,199,SouthWest Monsoon,Rainy
Alappuzha,29.12,84.91,1013.61,5.81,10.13,79.42,53,Post-Monsoon,Rainy
Idukki,35.57,77.92,1007.74,15.26,4.97,31.84,323,NorthEast Monsoon,Cloudy
Kannur,27.25,94.42,1006.91,3.65,1.54,48.15,333,Post-Monsoon,Cloudy
Alappuzha,29.25,77.86,1011.6,9.3,9.86,71.8,356,Post-Monsoon,Cloudy
Idukki,26.85,86.24,1014.75,9.36,0.24,74.81,244,SouthWest Monsoon,Rainy
Kottayam,31.21,74.96,1008.58,15.66,1.02,70.34,306,NorthEast Monsoon,Cloudy
Kasaragod,25.55,90.12,1007.01,7.68,1.77,21.27,295,NorthEast Monsoon,Cloudy
Palakkad,26.9,73.65,1018.55,8.96,5.89,53.58,241,SouthWest Monsoon,Cloudy
Malappuram,26.3,79.97,1013.1,16.34,3.59,39.13,319,NorthEast Monsoon,Cloudy
Palakkad,31.47,76.96,1010.8,12.55,13.53,69.18,318,NorthEast Monsoon,Rainy
Alappuzha,29.38,84.41,1003.04,7.73,2.05,71.65,226,SouthWest Monsoon,Cloudy
Kannur,29.85,74.93,1012.5,14.99,5.94,45.42,53,Post-Monsoon,Cloudy
Kasaragod,28.42,76.41,1004.0,7.7,0.2,65.81,106,Pre-Monsoon,Cloudy
Alappuzha,32.63,80.59,1014.35,5.97,5.71,63.58,225,SouthWest Monsoon,Cloudy
Wayanad,28.54,78.44,1017.65,14.13,2.72,85.99,317,NorthEast Monsoon,Cloudy
Thrissur,34.9,82.2,1016.3,7.01,9.54,0.0,165,SouthWest Monsoon,Cloudy
Malappuram,32.81,75.63,1016.65,7.96,4.79,64.08,248,SouthWest Monsoon,Cloudy
Alappuzha,24.57,75.97,1006.18,13.2,5.87,85.7,180,SouthWest Monsoon,Cloudy
Kollam,30.92,81.69,1014.56,13.91,9.13,58.43,2,Post-Monsoon,Cloudy
Kannur,32.8,93.08,1008.12,5.53,0.17,51.67,143,Pre-Monsoon,Cloudy
Kannur,27.78,79.49,1015.65,14.11,21.79,36.93,86,Post-Monsoon,Rainy
Kasaragod,30.23,87.69,1011.24,6.93,1.19,80.33,109,Pre-Monsoon,Rainy
Kollam,24.57,85.15,1008.78,4.08,1.04,60.65,129,Pre-Monsoon,Cloudy
Thiruvananthapuram,26.01,75.51,1008.52,9.53,8.05,58.18,159,SouthWest Monsoon,Cloudy
Kottayam,28.25,87.77,1012.31,7.46,2.75,49.08,17,Post-Monsoon,Cloudy
Idukki,24.94,81.21,1007.28,11.1,1.11,82.72,241,SouthWest Monsoon,Cloudy
Palakkad,29.17,90.01,1002.07,12.87,1.01,41.5,108,Pre-Monsoon,Cloudy
Kottayam,30.95,100.0,1015.44,9.84,0.81,64.44,49,Post-Monsoon,Cloudy
Kannur,26.25,82.33,1008.33,7.03,2.9,33.26,342,Post-Monsoon,Cloudy
Idukki,24.98,91.65,1017.24,11.02,0.3,18.41,70,Post-Monsoon,Cloudy
Idukki,24.26,90.33,1015.15,7.15,0.05,40.45,222,SouthWest Monsoon,Cloudy
Pathanamthitta,32.64,78.49,1011.68,12.03,8.35,55.06,160,SouthWest Monsoon,Cloudy
Wayanad,23.77,78.33,1017.68,15.13,4.09,65.71,228,SouthWest Monsoon,Cloudy
Alappuzha,29.89,71.45,1007.72,12.12,1.49,66.52,301,NorthEast Monsoon,Cloudy
Thiruvananthapuram,32.92,91.17,1014.32,6.15,0.44,100.0,339,Post-Monsoon,Rainy
Alappuzha,26.07,74.85,1010.7,14.94,5.86,83.56,322,NorthEast Monsoon,Cloudy
Thiruvananthapuram,26.47,77.28,1000.81,1.87,8.17,47.2,308,NorthEast Monsoon,Cloudy
Kottayam,29.53,97.21,1007.97,4.41,3.2,72.8,232,SouthWest Monsoon,Rainy
Kozhikode,29.72,77.89,1005.92,9.4,8.4,14.84,24,Post-Monsoon,Cloudy
Kozhikode,27.5,95.1,1006.95,10.82,11.44,46.42,360,Post-Monsoon,Rainy
Thrissur,28.11,97.6,1005.53,10.73,2.88,1.84,35,Post-Monsoon,Cloudy
Thrissur,29.27,74.99,1000.24,16.18,13.53,81.77,167,SouthWest Monsoon,Rainy
Kottayam,27.79,87.91,1012.04,9.09,0.85,68.22,315,NorthEast Monsoon,Rainy
Kasaragod,27.89,85.8,1006.84,10.2,5.27,54.12,183,SouthWest Monsoon,Cloudy
Malappuram,34.83,88.34,1009.34,5.59,2.85,88.74,84,Post-Monsoon,Rainy
Kollam,32.04,91.35,1013.29,12.81,0.5,63.92,361,Post-Monsoon,Cloudy
Wayanad,32.28,67.47,1009.31,4.41,13.34,79.33,284,NorthEast Monsoon,Rainy
Idukki,27.98,86.65,1013.75,0.0,7.76,38.12,109,Pre-Monsoon,Cloudy
Thiruvananthapuram,23.84,87.55,1012.42,9.84,3.96,37.3,344,Post-Monsoon,Cloudy
Ernakulam,36.43,78.14,1008.12,12.2,6.8,45.21,298,NorthEast Monsoon,Cloudy
Kozhikode,27.15,89.53,1011.32,15.93,3.27,24.35,56,Post-Monsoon,Cloudy
Alappuzha,29.93,91.9,1013.82,8.12,4.4,70.74,130,Pre-Monsoon,Rainy
Kottayam,31.35,78.12,1008.89,14.02,1.13,93.94,170,SouthWest Monsoon,Cloudy
Idukki,27.26,71.59,1013.09,9.15,3.36,32.53,4,Post-Monsoon,Cloudy
Kozhikode,31.7,96.87,1014.24,14.32,1.15,41.72,84,Post-Monsoon,Cloudy
Thiruvananthapuram,29.03,75.41,1007.83,10.34,16.35,72.22,46,Post-Monsoon,Rainy
Palakkad,28.21,71.33,1013.41,14.82,2.9,43.91,78,Post-Monsoon,Cloudy
Malappuram,27.26,83.59,1007.96,15.3,2.76,77.02,127,Pre-Monsoon,Cloudy
Alappuzha,26.01,63.87,1013.9,9.35,17.24,63.18,38,Post-Monsoon,Rainy
Thrissur,23.41,82.65,1004.76,21.39,14.72,60.99,139,Pre-Monsoon,Rainy
Kottayam,37.44,88.69,1011.24,14.69,6.66,87.77,32,Post-Monsoon,Rainy
Kozhikode,33.37,77.54,1011.07,7.87,6.8,24.83,364,Post-Monsoon,Cloudy
Thrissur,29.31,86.24,1012.93,7.02,11.25,95.92,65,Post-Monsoon,Rainy
Thiruvananthapuram,33.68,85.84,1010.28,11.03,16.85,65.94,74,Post-Monsoon,Rainy
Thrissur,33.29,86.05,1009.02,8.7,10.71,84.95,292,NorthEast Monsoon,Rainy
Kozhikode,30.79,78.77,1004.24,10.51,0.12,96.46,332,Post-Monsoon,Cloudy
Kannur,27.97,82.3,1008.77,8.8,5.63,37.08,283,NorthEast Monsoon,Cloudy
Kozhikode,32.22,83.48,1006.88,8.29,15.67,48.54,340,Post-Monsoon,Rainy
Alappuzha,31.73,82.59,1014.76,9.96,1.28,47.83,163,SouthWest Monsoon,Cloudy
Kollam,31.37,80.68,1012.93,12.58,3.97,38.66,241,SouthWest Monsoon,Cloudy
Kozhikode,27.99,96.45,1000.51,9.08,28.34,55.71,51,Post-Monsoon,Rainy
Idukki,30.14,84.6,1019.12,12.62,4.08,58.97,150,SouthWest Monsoon,Cloudy
Kollam,29.82,85.32,1013.44,5.09,1.97,68.21,311,NorthEast Monsoon,Rainy
Kottayam,27.86,72.21,1008.67,13.24,7.0,79.26,133,Pre-Monsoon,Cloudy
Kollam,30.11,100.0,1013.05,7.59,22.26,75.94,194,SouthWest Monsoon,Rainy
Pathanamthitta,32.76,89.04,1004.98,10.69,0.41,81.57,11,Post-Monsoon,Rainy
Kozhikode,33.58,84.67,1005.72,5.36,0.67,64.21,70,Post-Monsoon,Cloudy
Idukki,30.5,95.76,1002.86,3.66,4.39,100.0,176,SouthWest Monsoon,Rainy
Thiruvananthapuram,28.5,72.57,1009.65,9.61,7.16,52.37,215,SouthWest Monsoon,Cloudy
Idukki,31.56,73.21,1015.01,2.12,7.23,72.93,24,Post-Monsoon,Cloudy
Pathanamthitta,26.38,90.45,1012.48,10.0,3.69,67.82,225,SouthWest Monsoon,Rainy
Ernakulam,27.87,92.06,1010.59,18.58,17.09,63.91,241,SouthWest Monsoon,Rainy
Kollam,32.83,67.17,1010.79,17.88,5.28,47.57,346,Post-Monsoon,Cloudy
Kasaragod,34.62,74.1,1019.61,7.43,3.24,96.94,91,Pre-Monsoon,Cloudy
Idukki,32.42,69.89,1016.22,9.24,4.19,61.44,259,SouthWest Monsoon,Cloudy
Thrissur,28.76,89.75,1005.91,14.71,8.26,77.63,144,Pre-Monsoon,Rainy
Thiruvananthapuram,22.43,82.77,1003.61,14.38,11.61,88.01,36,Post-Monsoon,Rainy
Kozhikode,31.35,85.68,1010.09,9.68,8.86,56.88,161,SouthWest Monsoon,Cloudy
Kozhikode,30.57,73.68,1008.39,9.96,4.48,80.05,196,SouthWest Monsoon,Cloudy
Kannur,30.66,84.1,1015.0,9.78,0.36,35.93,220,SouthWest Monsoon,Cloudy
Palakkad,24.7,69.65,1006.59,9.77,6.53,50.77,74,Post-Monsoon,Cloudy
Kottayam,28.01,88.6,1016.03,9.11,7.14,84.92,118,Pre-Monsoon,Rainy
Kottayam,34.6,96.39,1011.75,11.54,0.46,22.34,143,Pre-Monsoon,Cloudy
Kannur,25.93,63.85,1006.06,3.47,1.89,82.22,314,NorthEast Monsoon,Cloudy
Wayanad,30.74,93.03,1004.13,6.21,0.44,89.7,81,Post-Monsoon,Rainy
Kottayam,27.03,81.21,1010.77,9.67,2.61,70.64,95,Pre-Monsoon,Cloudy
Idukki,30.52,84.84,1007.36,17.63,3.88,71.71,213,SouthWest Monsoon,Cloudy
Kollam,28.4,78.93,1014.4,11.28,0.93,59.68,244,SouthWest Monsoon,Cloudy
Idukki,32.62,73.47,1009.16,10.68,4.6,73.97,10,Post-Monsoon,Cloudy
Kasaragod,29.12,95.39,995.3,13.92,7.28,19.71,214,SouthWest Monsoon,Cloudy
Kozhikode,31.98,76.99,1010.07,11.29,10.59,89.84,12,Post-Monsoon,Rainy
Alappuzha,35.33,94.34,1001.76,7.69,10.04,25.06,159,SouthWest Monsoon,Rainy
Thrissur,31.96,88.4,1005.76,12.1,5.42,8.71,355,Post-Monsoon,Cloudy
Kannur,30.73,80.15,1003.25,12.77,5.84,61.39,5,Post-Monsoon,Cloudy
Kozhikode,32.47,95.71,1009.04,9.86,0.61,79.92,267,SouthWest Monsoon,Rainy
Palakkad,30.69,81.69,1001.8,14.22,1.24,36.96,175,SouthWest Monsoon,Cloudy
Palakkad,27.18,92.58,1003.72,18.14,16.72,88.55,54,Post-Monsoon,Rainy
Thrissur,26.46,92.05,1016.46,9.37,35.3,34.27,164,SouthWest Monsoon,Rainy
Pathanamthitta,31.07,71.91,1010.54,8.89,0.11,44.11,335,Post-Monsoon,Cloudy
Malappuram,27.12,75.85,1008.14,11.43,7.19,60.13,327,NorthEast Monsoon,Cloudy
Kozhikode,26.83,80.46,1006.46,16.17,4.99,81.53,117,Pre-Monsoon,Cloudy
Kozhikode,28.43,80.63,1005.12,8.34,0.16,49.46,248,SouthWest Monsoon,Cloudy
Alappuzha,23.82,85.7,1019.24,9.26,4.32,64.9,224,SouthWest Monsoon,Cloudy
Thiruvananthapuram,27.04,68.35,1007.96,9.64,4.48,63.14,164,SouthWest Monsoon,Cloudy
Palakkad,26.79,81.66,1000.2,11.56,2.06,5.16,11,Post-Monsoon,Cloudy
Kottayam,36.39,86.45,1005.13,9.71,12.69,55.62,78,Post-Monsoon,Rainy
Idukki,31.25,88.94,1015.4,14.83,26.19,53.07,285,NorthEast Monsoon,Rainy
Pathanamthitta,27.74,77.37,1016.84,12.54,12.97,12.32,119,Pre-Monsoon,Rainy
Kozhikode,26.7,73.86,1000.82,10.27,0.03,57.56,292,NorthEast Monsoon,Cloudy
Malappuram,21.69,79.41,1005.67,6.23,1.37,63.29,133,Pre-Monsoon,Cloudy
Thrissur,24.61,86.38,1003.25,8.91,3.8,27.55,61,Post-Monsoon,Cloudy
Ernakulam,24.02,72.43,1001.48,11.39,7.67,84.01,183,SouthWest Monsoon,Cloudy
Thiruvananthapuram,26.07,79.8,1012.76,10.12,0.61,68.4,33,Post-Monsoon,Cloudy
Malappuram,28.97,78.41,1011.0,9.63,4.12,66.98,143,Pre-Monsoon,Cloudy
Wayanad,28.44,69.73,1008.71,12.14,1.27,56.53,98,Pre-Monsoon,Cloudy
Kottayam,26.32,69.36,1007.88,10.97,2.6,50.37,24,Post-Monsoon,Cloudy
Malappuram,28.85,93.93,1012.56,1.77,13.89,82.88,165,SouthWest Monsoon,Rainy
Palakkad,24.7,88.51,1012.23,16.2,2.22,67.02,169,SouthWest Monsoon,Rainy
Wayanad,30.33,90.1,1011.06,7.62,4.82,68.21,74,Post-Monsoon,Rainy
Kozhikode,31.29,79.29,1011.46,9.84,1.05,55.32,197,SouthWest Monsoon,Cloudy
Wayanad,30.48,83.18,1021.61,12.07,0.4,33.73,364,Post-Monsoon,Cloudy
Idukki,32.28,86.6,1003.02,14.94,12.32,44.28,256,SouthWest Monsoon,Rainy
Thrissur,24.45,94.61,1004.47,11.35,24.07,75.41,321,NorthEast Monsoon,Rainy
Malappuram,29.12,85.14,1014.05,2.75,0.13,88.36,106,Pre-Monsoon,Rainy
Thiruvananthapuram,26.14,76.65,1014.76,14.08,3.26,98.19,48,Post-Monsoon,Cloudy
Malappuram,25.54,87.3,1024.59,12.62,0.28,46.21,224,SouthWest Monsoon,Cloudy
Kozhikode,24.76,59.32,1006.24,17.38,4.0,7.75,350,Post-Monsoon,Cloudy
Ernakulam,36.44,74.91,1013.77,10.8,7.45,74.86,244,SouthWest Monsoon,Cloudy
Pathanamthitta,31.73,82.84,1009.03,10.48,3.05,54.08,347,Post-Monsoon,Cloudy
Palakkad,33.87,87.16,1013.6,14.11,1.18,40.94,189,SouthWest Monsoon,Cloudy
Idukki,30.06,87.56,999.48,13.17,4.24,64.09,106,Pre-Monsoon,Cloudy
Kottayam,26.52,78.81,1009.62,8.27,1.34,44.58,332,Post-Monsoon,Cloudy
Thrissur,31.02,80.95,1009.29,3.46,9.43,38.33,52,Post-Monsoon,Cloudy
Thrissur,36.03,79.38,1005.02,13.75,7.58,73.14,46,Post-Monsoon,Cloudy
Wayanad,30.57,87.52,1011.58,8.92,4.34,70.84,43,Post-Monsoon,Rainy
Wayanad,28.66,86.25,1005.02,14.24,2.72,48.52,208,SouthWest Monsoon,Cloudy
Pathanamthitta,29.81,81.24,1010.26,9.79,9.35,73.53,212,SouthWest Monsoon,Cloudy
Kollam,32.35,76.93,1007.98,13.45,5.66,61.7,224,SouthWest Monsoon,Cloudy
Kollam,28.95,85.11,1007.33,6.6,5.65,28.01,132,Pre-Monsoon,Cloudy
Kasaragod,28.65,82.77,1011.19,15.07,5.81,45.01,77,Post-Monsoon,Cloudy
Kottayam,26.97,94.06,1012.07,17.74,0.64,58.59,309,NorthEast Monsoon,Cloudy
Malappuram,30.06,81.62,1007.35,11.09,4.39,35.31,83,Post-Monsoon,Cloudy
Wayanad,25.19,80.28,1005.77,8.11,2.2,58.72,34,Post-Monsoon,Cloudy
Ernakulam,27.85,75.36,1009.18,8.2,2.56,59.92,106,Pre-Monsoon,Cloudy
Thrissur,28.61,94.22,1012.08,9.03,4.0,40.62,167,SouthWest Monsoon,Cloudy
Malappuram,25.82,82.66,1013.18,7.27,27.93,85.48,317,NorthEast Monsoon,Rainy
Thrissur,28.93,83.92,1007.36,6.35,11.78,53.4,179,SouthWest Monsoon,Rainy
Kannur,31.86,95.69,1004.6,10.83,27.13,81.59,229,SouthWest Monsoon,Rainy
Wayanad,33.35,91.3,1008.17,11.6,8.23,63.39,347,Post-Monsoon,Cloudy
Thrissur,28.29,70.92,1010.26,8.05,0.65,67.16,319,NorthEast Monsoon,Cloudy
Malappuram,27.63,91.61,999.34,6.6,0.81,74.87,49,Post-Monsoon,Rainy
Wayanad,28.22,91.28,1009.32,9.48,1.3,9.52,116,Pre-Monsoon,Cloudy
Kozhikode,30.88,68.03,1004.34,8.38,32.12,38.49,244,SouthWest Monsoon,Rainy
Pathanamthitta,27.13,94.1,1008.3,2.18,3.52,18.58,240,SouthWest Monsoon,Cloudy
Kasaragod,27.12,77.37,1008.05,13.01,7.49,62.17,220,SouthWest Monsoon,Cloudy
Kozhikode,29.81,88.06,1006.71,5.53,7.19,73.81,62,Post-Monsoon,Rainy
Kollam,30.56,77.89,1007.75,12.35,17.78,69.09,107,Pre-Monsoon,Rainy
Kannur,29.6,100.0,1015.81,12.62,0.48,56.71,25,Post-Monsoon,Cloudy
Alappuzha,29.37,83.67,1008.44,4.12,0.47,60.77,143,Pre-Monsoon,Cloudy
Thiruvananthapuram,27.55,89.23,1025.0,19.06,7.15,72.57,331,Post-Monsoon,Rainy
Pathanamthitta,29.06,83.24,1007.15,1.91,0.07,17.39,312,NorthEast Monsoon,Cloudy
Kozhikode,21.85,73.59,1003.96,10.49,10.35,32.04,33,Post-Monsoon,Rainy
Palakkad,33.65,81.31,1015.07,18.17,3.58,100.0,195,SouthWest Monsoon,Cloudy
Ernakulam,29.48,70.76,1004.94,6.81,1.49,53.72,365,Post-Monsoon,Cloudy
Ernakulam,35.31,84.38,1007.45,16.67,12.1,67.03,128,Pre-Monsoon,Rainy
Thiruvananthapuram,32.87,80.34,998.87,12.44,6.73,48.38,280,NorthEast Monsoon,Cloudy
Ernakulam,26.55,70.89,1008.83,9.94,1.72,63.07,271,NorthEast Monsoon,Cloudy
Malappuram,27.91,78.38,1020.64,8.47,6.75,14.96,147,Pre-Monsoon,Cloudy
Ernakulam,25.69,73.33,1012.47,13.98,1.81,54.54,25,Post-Monsoon,Cloudy
Alappuzha,26.99,78.34,1009.18,12.59,3.87,38.65,30,Post-Monsoon,Cloudy
Ernakulam,24.31,80.79,1006.84,8.64,6.92,39.03,145,Pre-Monsoon,Cloudy
Thrissur,26.23,87.81,1002.84,7.13,2.76,45.28,230,SouthWest Monsoon,Cloudy
Pathanamthitta,25.89,74.98,1020.24,2.81,8.39,52.77,338,Post-Monsoon,Cloudy
Kannur,31.64,75.41,999.65,15.34,0.86,65.61,152,SouthWest Monsoon,Cloudy
Malappuram,24.14,84.72,1014.18,5.56,3.66,45.75,72,Post-Monsoon,Cloudy
Kollam,35.68,82.49,1009.69,8.56,0.15,51.42,160,SouthWest Monsoon,Cloudy
Ernakulam,28.03,88.01,1011.47,7.14,19.64,46.34,105,Pre-Monsoon,Rainy
Kottayam,33.04,80.36,1018.29,6.33,0.97,61.61,301,NorthEast Monsoon,Cloudy
Kottayam,26.11,86.41,1004.16,7.47,0.89,27.9,294,NorthEast Monsoon,Cloudy
Kasaragod,31.33,58.8,1012.46,16.51,2.92,37.06,120,Pre-Monsoon,Cloudy
Kottayam,24.59,76.13,1003.14,4.42,0.34,72.24,200,SouthWest Monsoon,Cloudy
Ernakulam,24.58,82.27,1021.21,11.16,10.28,64.22,154,SouthWest Monsoon,Rainy
Palakkad,32.28,81.13,1009.27,14.55,1.07,48.42,263,SouthWest Monsoon,Cloudy
Kozhikode,28.63,83.16,1003.3,19.05,4.99,39.16,170,SouthWest Monsoon,Cloudy
Thrissur,28.41,89.04,1008.68,5.32,7.77,72.49,284,NorthEast Monsoon,Rainy
